cycle number	Ecell/V	<I>/mA	time/s	
1.000000000000000E+000	8.9514089E-001	9.637285930909369E-001	1.414876767203037E+004
1.000000000000000E+000	8.9589369E-001	9.638602408717869E-001	1.414891967203759E+004
1.000000000000000E+000	8.9664340E-001	9.640962506014115E-001	1.414907367204491E+004
1.000000000000000E+000	8.9741391E-001	9.643147449844474E-001	1.414922567205213E+004
1.000000000000000E+000	8.9815986E-001	9.644722315009509E-001	1.414937767205935E+004
1.000000000000000E+000	8.9899194E-001	9.648863626772810E-001	1.414953067206661E+004
1.000000000000000E+000	8.9970762E-001	9.652155982265018E-001	1.414968367207388E+004
1.000000000000000E+000	9.0052265E-001	9.655320464831885E-001	1.414983567208110E+004
1.000000000000000E+000	9.0124339E-001	9.656649532027792E-001	1.414998767208832E+004
1.000000000000000E+000	9.0202129E-001	9.659467668423076E-001	1.415014167209563E+004
1.000000000000000E+000	9.0275240E-001	9.661681199712397E-001	1.415029367210285E+004
1.000000000000000E+000	9.0350252E-001	9.663556409646397E-001	1.415044567211007E+004
1.000000000000000E+000	9.0424395E-001	9.667529542286992E-001	1.415059967211739E+004
1.000000000000000E+000	9.0507323E-001	9.670157263042345E-001	1.415075167212461E+004
1.000000000000000E+000	9.0581685E-001	9.672073061017432E-001	1.415090367213183E+004
1.000000000000000E+000	9.0656668E-001	9.675162536478155E-001	1.415105767213914E+004
1.000000000000000E+000	9.0734202E-001	9.676537654194677E-001	1.415120967214636E+004
1.000000000000000E+000	9.0807801E-001	9.678451912324944E-001	1.415136167215358E+004
1.000000000000000E+000	9.0884554E-001	9.681390035784059E-001	1.415151567216089E+004
1.000000000000000E+000	9.0964639E-001	9.684436835994230E-001	1.415166767216811E+004
1.000000000000000E+000	9.1040587E-001	9.686865081500260E-001	1.415181967217533E+004
1.000000000000000E+000	9.1112339E-001	9.688689456401995E-001	1.415197167218255E+004
1.000000000000000E+000	9.1191489E-001	9.691404910710144E-001	1.415212567218987E+004
1.000000000000000E+000	9.1268629E-001	9.694935869015513E-001	1.415227767219709E+004
1.000000000000000E+000	9.1340584E-001	9.696321473904042E-001	1.415242967220431E+004
1.000000000000000E+000	9.1420662E-001	9.699388614635431E-001	1.415258367221162E+004
1.000000000000000E+000	9.1495228E-001	9.701564351502427E-001	1.415273567221884E+004
1.000000000000000E+000	9.1571987E-001	9.701869088449691E-001	1.415288767222606E+004
1.000000000000000E+000	9.1648126E-001	9.705462086186767E-001	1.415304167223338E+004
1.000000000000000E+000	9.1722172E-001	9.707314298516558E-001	1.415319367224060E+004
1.000000000000000E+000	9.1797185E-001	9.708643748274461E-001	1.415334567224782E+004
1.000000000000000E+000	9.1877007E-001	9.712469071865222E-001	1.415349967225513E+004
1.000000000000000E+000	9.1957968E-001	9.714508180875123E-001	1.415365167226235E+004
1.000000000000000E+000	9.2035466E-001	9.717314738597036E-001	1.415380367226957E+004
1.000000000000000E+000	9.2108089E-001	9.720739359494086E-001	1.415395567227679E+004
1.000000000000000E+000	9.2189372E-001	9.721670863098666E-001	1.415410967228410E+004
1.000000000000000E+000	9.2256957E-001	9.723544520712011E-001	1.415426167229132E+004
1.000000000000000E+000	9.2337489E-001	9.726822462098657E-001	1.415441367229854E+004
1.000000000000000E+000	9.2415929E-001	9.730581386184944E-001	1.415456767230586E+004
1.000000000000000E+000	9.2489970E-001	9.733918536218873E-001	1.415471967231308E+004
1.000000000000000E+000	9.2565370E-001	9.733386620861730E-001	1.415487167232030E+004
1.000000000000000E+000	9.2644942E-001	9.736127938368568E-001	1.415502567232761E+004
1.000000000000000E+000	9.2719924E-001	9.738297087229792E-001	1.415517767233483E+004
1.000000000000000E+000	9.2792541E-001	9.739877263332701E-001	1.415532967234205E+004
1.000000000000000E+000	9.2867374E-001	9.743887138415555E-001	1.415548367234936E+004
1.000000000000000E+000	9.2947316E-001	9.747083930852680E-001	1.415563567235658E+004
1.000000000000000E+000	9.3025368E-001	9.749101912406486E-001	1.415578767236380E+004
1.000000000000000E+000	9.3098414E-001	9.752546906017585E-001	1.415593967237102E+004
1.000000000000000E+000	9.3172330E-001	9.754365145968205E-001	1.415609367237834E+004
1.000000000000000E+000	9.3250281E-001	9.755582705192465E-001	1.415624567238556E+004
1.000000000000000E+000	9.3325365E-001	9.759697663386202E-001	1.415639767239278E+004
1.000000000000000E+000	9.3402994E-001	9.762088277702148E-001	1.415655167240009E+004
1.000000000000000E+000	9.3480515E-001	9.764479864083340E-001	1.415670367240731E+004
1.000000000000000E+000	9.3555313E-001	9.765972370844578E-001	1.415685567241453E+004
1.000000000000000E+000	9.3632680E-001	9.768803331660703E-001	1.415700967242185E+004
1.000000000000000E+000	9.3704861E-001	9.772003550056247E-001	1.415716167242907E+004
1.000000000000000E+000	9.3785423E-001	9.773906110774977E-001	1.415731367243628E+004
1.000000000000000E+000	9.3864238E-001	9.777622077029537E-001	1.415746767244360E+004
1.000000000000000E+000	9.3933809E-001	9.782013836332033E-001	1.415761967245082E+004
1.000000000000000E+000	9.4016725E-001	9.782676860009634E-001	1.415777167245804E+004
1.000000000000000E+000	9.4090873E-001	9.786642890519488E-001	1.415792367246526E+004
1.000000000000000E+000	9.4165140E-001	9.789412252395557E-001	1.415807767247257E+004
1.000000000000000E+000	9.4241703E-001	9.789903349040241E-001	1.415822967247979E+004
1.000000000000000E+000	9.4319659E-001	9.793649189592939E-001	1.415838167248701E+004
1.000000000000000E+000	9.4397157E-001	9.797016913180343E-001	1.415853567249433E+004
1.000000000000000E+000	9.4471359E-001	9.799779406301585E-001	1.415868767250155E+004
1.000000000000000E+000	9.4547087E-001	9.800957914537793E-001	1.415883967250877E+004
1.000000000000000E+000	9.4628167E-001	9.803669971590567E-001	1.415899367251608E+004
1.000000000000000E+000	9.4702709E-001	9.806719847389935E-001	1.415914567252330E+004
1.000000000000000E+000	9.4781166E-001	9.809863362679412E-001	1.415929767253052E+004
1.000000000000000E+000	9.4854599E-001	9.813281558977494E-001	1.415945167253783E+004
1.000000000000000E+000	9.4933492E-001	9.816418282984295E-001	1.415960367254505E+004
1.000000000000000E+000	9.5004112E-001	9.818232367273261E-001	1.415975567255227E+004
1.000000000000000E+000	9.5081162E-001	9.821234922289008E-001	1.415990767255949E+004
1.000000000000000E+000	9.5159990E-001	9.822483264450721E-001	1.416006167256681E+004
1.000000000000000E+000	9.5235968E-001	9.823976061208750E-001	1.416021367257403E+004
1.000000000000000E+000	9.5313019E-001	9.828037549621609E-001	1.416036567258125E+004
1.000000000000000E+000	9.5388609E-001	9.830962850666438E-001	1.416051967258856E+004
1.000000000000000E+000	9.5464176E-001	9.831360500454194E-001	1.416067167259578E+004
1.000000000000000E+000	9.5544392E-001	9.834218660862435E-001	1.416082367260300E+004
1.000000000000000E+000	9.5617008E-001	9.835947718061244E-001	1.416097767261032E+004
1.000000000000000E+000	9.5690119E-001	9.838163610765882E-001	1.416112967261754E+004
1.000000000000000E+000	9.5770556E-001	9.842661592751674E-001	1.416128167262475E+004
1.000000000000000E+000	9.5846897E-001	9.845180668512619E-001	1.416143567263207E+004
1.000000000000000E+000	9.5918977E-001	9.851684094138387E-001	1.416158767263929E+004
1.000000000000000E+000	9.6001965E-001	9.856069746407585E-001	1.416173967264651E+004
1.000000000000000E+000	9.6074140E-001	9.859076151471655E-001	1.416189167265373E+004
1.000000000000000E+000	9.6151376E-001	9.861308385375906E-001	1.416204567266104E+004
1.000000000000000E+000	9.6225423E-001	9.862274251599104E-001	1.416219767266826E+004
1.000000000000000E+000	9.6303380E-001	9.866664641704741E-001	1.416234967267548E+004
1.000000000000000E+000	9.6382004E-001	9.869265829756024E-001	1.416250367268280E+004
1.000000000000000E+000	9.6456045E-001	9.869299321598977E-001	1.416265567269002E+004
1.000000000000000E+000	9.6536708E-001	9.872324871601634E-001	1.416280767269724E+004
1.000000000000000E+000	9.6611917E-001	9.873336865555764E-001	1.416296167270455E+004
1.000000000000000E+000	9.6685392E-001	9.874745884809872E-001	1.416311367271177E+004
1.000000000000000E+000	9.6766406E-001	9.879465368020153E-001	1.416326567271899E+004
1.000000000000000E+000	9.6842158E-001	9.882625694489171E-001	1.416341967272630E+004
1.000000000000000E+000	9.6918690E-001	9.884858344282446E-001	1.416357167273352E+004
1.000000000000000E+000	9.6993840E-001	9.887344507321654E-001	1.416372367274074E+004
1.000000000000000E+000	9.7075218E-001	9.889505066466118E-001	1.416387567274796E+004
1.000000000000000E+000	9.7144252E-001	9.889470132054718E-001	1.416402967275528E+004
1.000000000000000E+000	9.7220784E-001	9.892888679681683E-001	1.416418167276250E+004
1.000000000000000E+000	9.7294402E-001	9.896735314986458E-001	1.416433367276972E+004
1.000000000000000E+000	9.7373909E-001	9.899610875379431E-001	1.416448767277703E+004
1.000000000000000E+000	9.7452056E-001	9.899515233393021E-001	1.416463967278425E+004
1.000000000000000E+000	9.7530103E-001	9.903217378384319E-001	1.416479167279147E+004
1.000000000000000E+000	9.7609150E-001	9.904992280209530E-001	1.416494567279879E+004
1.000000000000000E+000	9.7682267E-001	9.907399874608052E-001	1.416509767280601E+004
1.000000000000000E+000	9.7756827E-001	9.912172838766331E-001	1.416524967281322E+004
1.000000000000000E+000	9.7829127E-001	9.914332127735115E-001	1.416540367282054E+004
1.000000000000000E+000	9.7909594E-001	9.916160916538797E-001	1.416555567282776E+004
1.000000000000000E+000	9.7986680E-001	9.919820254367639E-001	1.416570767283498E+004
1.000000000000000E+000	9.8062140E-001	9.923634251156503E-001	1.416585967284220E+004
1.000000000000000E+000	9.8134547E-001	9.925102604775582E-001	1.416601367284951E+004
1.000000000000000E+000	9.8208594E-001	9.929324803782329E-001	1.416616567285673E+004
1.000000000000000E+000	9.8288679E-001	9.932549355390208E-001	1.416631767286395E+004
1.000000000000000E+000	9.8369235E-001	9.935240254800686E-001	1.416647167287127E+004
1.000000000000000E+000	9.8437601E-001	9.931052949637214E-001	1.416662367287849E+004
1.000000000000000E+000	9.8516041E-001	9.933519532917092E-001	1.416677567288571E+004
1.000000000000000E+000	9.8589081E-001	9.934446293625108E-001	1.416692967289302E+004
1.000000000000000E+000	9.8669618E-001	9.936535178707686E-001	1.416708167290024E+004
1.000000000000000E+000	9.8746216E-001	9.941489312719298E-001	1.416723367290746E+004
1.000000000000000E+000	9.8820454E-001	9.943873529481664E-001	1.416738767291477E+004
1.000000000000000E+000	9.8897111E-001	9.946625046606492E-001	1.416753967292199E+004
1.000000000000000E+000	9.8976099E-001	9.950077503012271E-001	1.416769167292921E+004
1.000000000000000E+000	9.9048662E-001	9.952346198697004E-001	1.416784367293643E+004
1.000000000000000E+000	9.9125481E-001	9.953124793180947E-001	1.416799767294375E+004
1.000000000000000E+000	9.9207920E-001	9.957950165194305E-001	1.416814967295097E+004
1.000000000000000E+000	9.9280000E-001	9.960828351175333E-001	1.416830167295819E+004
1.000000000000000E+000	9.9351174E-001	9.963366879669362E-001	1.416845567296550E+004
1.000000000000000E+000	9.9444968E-001	9.970369447215086E-001	1.416862267297343E+004
1.000000000000000E+000	9.9522889E-001	9.962398512965063E-001	1.416879167298146E+004
1.000000000000000E+000	9.9599069E-001	9.963819519453088E-001	1.416894367298868E+004
1.000000000000000E+000	9.9675596E-001	9.967271465834369E-001	1.416909567299590E+004
1.000000000000000E+000	9.9749553E-001	9.970109803851059E-001	1.416924867300317E+004
1.000000000000000E+000	9.9830335E-001	9.973921123063270E-001	1.416940167301043E+004
1.000000000000000E+000	9.9904460E-001	9.977374270523480E-001	1.416955367301765E+004
1.000000000000000E+000	9.9988925E-001	9.979146246817994E-001	1.416970567302487E+004
1.000000000000000E+000	1.0006148E+000	9.982142555472873E-001	1.416985967303219E+004
1.000000000000000E+000	1.0013684E+000	9.983176293780680E-001	1.417001167303941E+004
1.000000000000000E+000	1.0021328E+000	9.986905007507536E-001	1.417016367304663E+004
1.000000000000000E+000	1.0028501E+000	9.989392271819382E-001	1.417031767305394E+004
1.000000000000000E+000	1.0036496E+000	9.992966834255057E-001	1.417046967306116E+004
1.000000000000000E+000	1.0043966E+000	9.994860791734297E-001	1.417062167306838E+004
1.000000000000000E+000	1.0051275E+000	9.996224534141671E-001	1.417077567307570E+004
1.000000000000000E+000	1.0059193E+000	9.995995143764340E-001	1.417092767308292E+004
1.000000000000000E+000	1.0066795E+000	1.000163335091406E+000	1.417107967309013E+004
1.000000000000000E+000	1.0074388E+000	1.000464553365370E+000	1.417123267309740E+004
1.000000000000000E+000	1.0081775E+000	1.000748650443498E+000	1.417138567310467E+004
1.000000000000000E+000	1.0089283E+000	1.000995612465523E+000	1.417153767311189E+004
1.000000000000000E+000	1.0097191E+000	1.001232364173514E+000	1.417168967311911E+004
1.000000000000000E+000	1.0104983E+000	1.001411800519226E+000	1.417184367312642E+004
1.000000000000000E+000	1.0113065E+000	1.001693873323793E+000	1.417199567313364E+004
1.000000000000000E+000	1.0120567E+000	1.001866310451010E+000	1.417214767314086E+004
1.000000000000000E+000	1.0127972E+000	1.002158894018208E+000	1.417230167314818E+004
1.000000000000000E+000	1.0135238E+000	1.002312275543979E+000	1.417245367315540E+004
1.000000000000000E+000	1.0143023E+000	1.002537278279625E+000	1.417260567316262E+004
1.000000000000000E+000	1.0150821E+000	1.002927920613130E+000	1.417275967316993E+004
1.000000000000000E+000	1.0158178E+000	1.002905595340970E+000	1.417291167317715E+004
1.000000000000000E+000	1.0166272E+000	1.003487442116269E+000	1.417306367318437E+004
1.000000000000000E+000	1.0173466E+000	1.003821379938568E+000	1.417321667319164E+004
1.000000000000000E+000	1.0181954E+000	1.004009853690791E+000	1.417336967319890E+004
1.000000000000000E+000	1.0189165E+000	1.004323453967409E+000	1.417352167320612E+004
1.000000000000000E+000	1.0196763E+000	1.004685379372827E+000	1.417367367321334E+004
1.000000000000000E+000	1.0204570E+000	1.004718768565243E+000	1.417382767322066E+004
1.000000000000000E+000	1.0212102E+000	1.005270377499436E+000	1.417397967322788E+004
1.000000000000000E+000	1.0219606E+000	1.005762004129920E+000	1.417413167323510E+004
1.000000000000000E+000	1.0227259E+000	1.006141537019604E+000	1.417428567324241E+004
1.000000000000000E+000	1.0235400E+000	1.006086965652063E+000	1.417443767324963E+004
1.000000000000000E+000	1.0242791E+000	1.006264197742630E+000	1.417458967325685E+004
1.000000000000000E+000	1.0250399E+000	1.006621489148646E+000	1.417474367326417E+004
1.000000000000000E+000	1.0257958E+000	1.006891119431276E+000	1.417489567327139E+004
1.000000000000000E+000	1.0265805E+000	1.007232647711973E+000	1.417504767327860E+004
1.000000000000000E+000	1.0272909E+000	1.007538063254223E+000	1.417520067328587E+004
1.000000000000000E+000	1.0280449E+000	1.007802853661761E+000	1.417535367329314E+004
1.000000000000000E+000	1.0288548E+000	1.008114096483943E+000	1.417550567330036E+004
1.000000000000000E+000	1.0295756E+000	1.008536325771999E+000	1.417565767330758E+004
1.000000000000000E+000	1.0303857E+000	1.008703238564157E+000	1.417581167331489E+004
1.000000000000000E+000	1.0311382E+000	1.008951440069654E+000	1.417596367332211E+004
1.000000000000000E+000	1.0318797E+000	1.009017454743804E+000	1.417611567332933E+004
1.000000000000000E+000	1.0326395E+000	1.009411455666432E+000	1.417626967333665E+004
1.000000000000000E+000	1.0333754E+000	1.009620778594138E+000	1.417642167334387E+004
1.000000000000000E+000	1.0341392E+000	1.009884367659861E+000	1.417657367335109E+004
1.000000000000000E+000	1.0349389E+000	1.009829432452726E+000	1.417672767335840E+004
1.000000000000000E+000	1.0356697E+000	1.010148644185593E+000	1.417687967336562E+004
1.000000000000000E+000	1.0364345E+000	1.010524492335680E+000	1.417703167337284E+004
1.000000000000000E+000	1.0372479E+000	1.010881843294278E+000	1.417718467338011E+004
1.000000000000000E+000	1.0379692E+000	1.010990116317741E+000	1.417733767338737E+004
1.000000000000000E+000	1.0387290E+000	1.011372932156577E+000	1.417748967339459E+004
1.000000000000000E+000	1.0394895E+000	1.011740471844929E+000	1.417764167340181E+004
1.000000000000000E+000	1.0402671E+000	1.011902700961328E+000	1.417779567340913E+004
1.000000000000000E+000	1.0409889E+000	1.012340790493987E+000	1.417794767341635E+004
1.000000000000000E+000	1.0417932E+000	1.012753026808591E+000	1.417809967342357E+004
1.000000000000000E+000	1.0425544E+000	1.012780555116069E+000	1.417825367343088E+004
1.000000000000000E+000	1.0433044E+000	1.013125196465705E+000	1.417840567343810E+004
1.000000000000000E+000	1.0440818E+000	1.013192554931450E+000	1.417855767344532E+004
1.000000000000000E+000	1.0448332E+000	1.013260513230007E+000	1.417871167345264E+004
1.000000000000000E+000	1.0456133E+000	1.013885229616591E+000	1.417886367345985E+004
1.000000000000000E+000	1.0463537E+000	1.013921716872087E+000	1.417901567346707E+004
1.000000000000000E+000	1.0471371E+000	1.014061636690581E+000	1.417916867347434E+004
1.000000000000000E+000	1.0478774E+000	1.014003779206956E+000	1.417932167348161E+004
1.000000000000000E+000	1.0486627E+000	1.014428379053392E+000	1.417947367348883E+004
1.000000000000000E+000	1.0494376E+000	1.014659773881181E+000	1.417962567349605E+004
1.000000000000000E+000	1.0501755E+000	1.015022024058625E+000	1.417977967350336E+004
1.000000000000000E+000	1.0509412E+000	1.015420767179837E+000	1.417993167351058E+004
1.000000000000000E+000	1.0516963E+000	1.015540508566472E+000	1.418008367351780E+004
1.000000000000000E+000	1.0524827E+000	1.015724640505374E+000	1.418023767352512E+004
1.000000000000000E+000	1.0532477E+000	1.016068804738671E+000	1.418038967353234E+004
1.000000000000000E+000	1.0540153E+000	1.016349408888983E+000	1.418054167353956E+004
1.000000000000000E+000	1.0547409E+000	1.016339411064809E+000	1.418069567354687E+004
1.000000000000000E+000	1.0554969E+000	1.016986150093878E+000	1.418084767355409E+004
1.000000000000000E+000	1.0562716E+000	1.017258423256230E+000	1.418099967356131E+004
1.000000000000000E+000	1.0570563E+000	1.017522161543233E+000	1.418115267356858E+004
1.000000000000000E+000	1.0577768E+000	1.017662258037918E+000	1.418130567357584E+004
1.000000000000000E+000	1.0585556E+000	1.017844789358294E+000	1.418145767358306E+004
1.000000000000000E+000	1.0593406E+000	1.018099090760568E+000	1.418160967359028E+004
1.000000000000000E+000	1.0601388E+000	1.018549896671981E+000	1.418176367359760E+004
1.000000000000000E+000	1.0608655E+000	1.018802143999791E+000	1.418191567360482E+004
1.000000000000000E+000	1.0616256E+000	1.019059421237235E+000	1.418206767361204E+004
1.000000000000000E+000	1.0624745E+000	1.019026492009116E+000	1.418222167361935E+004
1.000000000000000E+000	1.0631804E+000	1.019410833210381E+000	1.418237367362657E+004
1.000000000000000E+000	1.0639141E+000	1.019721418619156E+000	1.418252567363379E+004
1.000000000000000E+000	1.0646756E+000	1.019779423186318E+000	1.418267967364111E+004
1.000000000000000E+000	1.0653960E+000	1.020314574904688E+000	1.418283167364832E+004
1.000000000000000E+000	1.0662349E+000	1.020676847887542E+000	1.418298367365554E+004
1.000000000000000E+000	1.0669552E+000	1.020654431102187E+000	1.418313667366281E+004
1.000000000000000E+000	1.0677933E+000	1.021107815555020E+000	1.418328967367008E+004
1.000000000000000E+000	1.0684847E+000	1.021275614181082E+000	1.418344167367730E+004
1.000000000000000E+000	1.0692848E+000	1.021506429922524E+000	1.418359367368452E+004
1.000000000000000E+000	1.0700585E+000	1.021838066222656E+000	1.418374767369183E+004
1.000000000000000E+000	1.0708132E+000	1.022115684243079E+000	1.418389967369905E+004
1.000000000000000E+000	1.0715289E+000	1.022412891514967E+000	1.418405167370627E+004
1.000000000000000E+000	1.0723093E+000	1.022542695669717E+000	1.418420567371359E+004
1.000000000000000E+000	1.0730995E+000	1.023065658395270E+000	1.418435767372081E+004
1.000000000000000E+000	1.0738436E+000	1.023087248014203E+000	1.418450967372803E+004
1.000000000000000E+000	1.0746623E+000	1.023383361429186E+000	1.418466367373534E+004
1.000000000000000E+000	1.0753787E+000	1.023565865878618E+000	1.418481567374256E+004
1.000000000000000E+000	1.0761446E+000	1.023900748101835E+000	1.418496767374978E+004
1.000000000000000E+000	1.0768838E+000	1.024067320152778E+000	1.418512067375705E+004
1.000000000000000E+000	1.0776489E+000	1.024363861220780E+000	1.418527367376431E+004
1.000000000000000E+000	1.0784037E+000	1.024597274266026E+000	1.418542567377153E+004
1.000000000000000E+000	1.0791934E+000	1.024778194132264E+000	1.418557767377875E+004
1.000000000000000E+000	1.0799614E+000	1.025150835165096E+000	1.418573167378607E+004
1.000000000000000E+000	1.0807070E+000	1.025469721183708E+000	1.418588367379329E+004
1.000000000000000E+000	1.0814482E+000	1.025718490207080E+000	1.418603567380051E+004
1.000000000000000E+000	1.0822433E+000	1.026002800995069E+000	1.418618967380782E+004
1.000000000000000E+000	1.0829885E+000	1.026064777803507E+000	1.418634167381504E+004
1.000000000000000E+000	1.0838068E+000	1.026289365505164E+000	1.418649367382226E+004
1.000000000000000E+000	1.0845417E+000	1.026729263504855E+000	1.418664767382958E+004
1.000000000000000E+000	1.0853367E+000	1.027067209713909E+000	1.418679967383679E+004
1.000000000000000E+000	1.0860679E+000	1.027435462284981E+000	1.418695167384401E+004
1.000000000000000E+000	1.0868121E+000	1.027407403400142E+000	1.418710467385128E+004
1.000000000000000E+000	1.0875765E+000	1.027724197897751E+000	1.418725767385855E+004
1.000000000000000E+000	1.0882735E+000	1.028099595558167E+000	1.418740967386577E+004
1.000000000000000E+000	1.0891165E+000	1.028494409955076E+000	1.418756167387299E+004
1.000000000000000E+000	1.0898402E+000	1.028662627314240E+000	1.418771567388030E+004
1.000000000000000E+000	1.0906061E+000	1.028857634972070E+000	1.418786767388752E+004
1.000000000000000E+000	1.0913856E+000	1.029148627325569E+000	1.418801967389474E+004
1.000000000000000E+000	1.0921471E+000	1.029323607508694E+000	1.418817367390206E+004
1.000000000000000E+000	1.0928576E+000	1.029636042266736E+000	1.418832567390928E+004
1.000000000000000E+000	1.0936806E+000	1.029695226730173E+000	1.418847767391650E+004
1.000000000000000E+000	1.0944408E+000	1.030347796684826E+000	1.418863167392381E+004
1.000000000000000E+000	1.0952154E+000	1.030999977534215E+000	1.418878367393103E+004
1.000000000000000E+000	1.0960007E+000	1.031081917850557E+000	1.418893567393825E+004
1.000000000000000E+000	1.0966970E+000	1.031219639193075E+000	1.418908867394552E+004
1.000000000000000E+000	1.0975543E+000	1.031662285484945E+000	1.418924167395278E+004
1.000000000000000E+000	1.0982511E+000	1.031713431103448E+000	1.418939367396000E+004
1.000000000000000E+000	1.0990300E+000	1.032123469217598E+000	1.418954567396722E+004
1.000000000000000E+000	1.0998086E+000	1.032397526366509E+000	1.418969967397454E+004
1.000000000000000E+000	1.1005546E+000	1.032582291308132E+000	1.418985167398176E+004
1.000000000000000E+000	1.1013241E+000	1.032755355331043E+000	1.419000367398898E+004
1.000000000000000E+000	1.1020900E+000	1.033217559897929E+000	1.419015767399629E+004
1.000000000000000E+000	1.1028408E+000	1.033461553552810E+000	1.419030967400351E+004
1.000000000000000E+000	1.1035991E+000	1.033420683733197E+000	1.419046167401073E+004
1.000000000000000E+000	1.1043992E+000	1.033989446346734E+000	1.419061567401805E+004
1.000000000000000E+000	1.1051203E+000	1.034297656817515E+000	1.419076767402526E+004
1.000000000000000E+000	1.1059246E+000	1.034502810211873E+000	1.419091967403248E+004
1.000000000000000E+000	1.1066432E+000	1.034714865216888E+000	1.419107367403980E+004
1.000000000000000E+000	1.1073641E+000	1.034996558827032E+000	1.419122567404702E+004
1.000000000000000E+000	1.1082038E+000	1.035273022845004E+000	1.419137767405424E+004
1.000000000000000E+000	1.1090182E+000	1.035708260445460E+000	1.419152967406146E+004
1.000000000000000E+000	1.1096880E+000	1.035820800837225E+000	1.419168367406877E+004
1.000000000000000E+000	1.1104585E+000	1.036137564714116E+000	1.419183567407599E+004
1.000000000000000E+000	1.1111698E+000	1.036085772866805E+000	1.419198767408321E+004
1.000000000000000E+000	1.1120085E+000	1.036424883006604E+000	1.419214167409053E+004
1.000000000000000E+000	1.1127641E+000	1.036803658502020E+000	1.419229367409775E+004
1.000000000000000E+000	1.1135265E+000	1.036540308029366E+000	1.419244567410497E+004
1.000000000000000E+000	1.1142638E+000	1.037342273117648E+000	1.419259967411228E+004
1.000000000000000E+000	1.1150390E+000	1.037651713928792E+000	1.419275167411950E+004
1.000000000000000E+000	1.1157941E+000	1.037617219206319E+000	1.419290367412672E+004
1.000000000000000E+000	1.1165487E+000	1.038133946616004E+000	1.419305767413403E+004
1.000000000000000E+000	1.1173567E+000	1.038349075081477E+000	1.419320967414125E+004
1.000000000000000E+000	1.1181026E+000	1.038560215235457E+000	1.419336167414847E+004
1.000000000000000E+000	1.1188685E+000	1.039011204008890E+000	1.419351367415569E+004
1.000000000000000E+000	1.1196262E+000	1.039364192922720E+000	1.419366767416301E+004
1.000000000000000E+000	1.1203911E+000	1.039653809675706E+000	1.419381967417023E+004
1.000000000000000E+000	1.1211816E+000	1.039811707771353E+000	1.419397167417745E+004
1.000000000000000E+000	1.1218982E+000	1.040065819052955E+000	1.419412567418476E+004
1.000000000000000E+000	1.1227106E+000	1.040168620488959E+000	1.419427767419198E+004
1.000000000000000E+000	1.1234460E+000	1.040446988330932E+000	1.419442967419920E+004
1.000000000000000E+000	1.1242464E+000	1.040714303419801E+000	1.419458367420651E+004
1.000000000000000E+000	1.1249620E+000	1.041170336323544E+000	1.419473567421373E+004
1.000000000000000E+000	1.1257825E+000	1.041341916215222E+000	1.419488767422095E+004
1.000000000000000E+000	1.1266041E+000	1.041831651584740E+000	1.419504167422827E+004
1.000000000000000E+000	1.1273109E+000	1.041968687723195E+000	1.419519367423549E+004
1.000000000000000E+000	1.1280217E+000	1.042225338379030E+000	1.419534567424271E+004
1.000000000000000E+000	1.1287621E+000	1.042670916826999E+000	1.419549767424993E+004
1.000000000000000E+000	1.1295401E+000	1.042726781332659E+000	1.419565167425724E+004
1.000000000000000E+000	1.1303247E+000	1.043122272859975E+000	1.419580367426446E+004
1.000000000000000E+000	1.1310912E+000	1.043309917738903E+000	1.419595567427168E+004
1.000000000000000E+000	1.1318715E+000	1.043554200605430E+000	1.419610967427900E+004
1.000000000000000E+000	1.1325948E+000	1.043667410432732E+000	1.419626167428622E+004
1.000000000000000E+000	1.1333654E+000	1.043928729235009E+000	1.419641367429344E+004
1.000000000000000E+000	1.1341012E+000	1.044401607727000E+000	1.419656767430075E+004
1.000000000000000E+000	1.1349154E+000	1.044852355377312E+000	1.419671967430797E+004
1.000000000000000E+000	1.1356606E+000	1.044833775601005E+000	1.419687167431519E+004
1.000000000000000E+000	1.1364243E+000	1.045214513600294E+000	1.419702567432250E+004
1.000000000000000E+000	1.1371949E+000	1.045673313216945E+000	1.419717767432972E+004
1.000000000000000E+000	1.1379750E+000	1.045742892950281E+000	1.419732967433694E+004
1.000000000000000E+000	1.1387203E+000	1.046270953216514E+000	1.419748167434416E+004
1.000000000000000E+000	1.1394978E+000	1.046518245332418E+000	1.419763567435148E+004
1.000000000000000E+000	1.1402441E+000	1.046656710551549E+000	1.419778767435870E+004
1.000000000000000E+000	1.1410326E+000	1.046940484321922E+000	1.419793967436592E+004
1.000000000000000E+000	1.1417495E+000	1.047138989006609E+000	1.419809367437323E+004
1.000000000000000E+000	1.1425477E+000	1.047407980755289E+000	1.419824567438045E+004
1.000000000000000E+000	1.1432883E+000	1.047784373739979E+000	1.419839767438767E+004
1.000000000000000E+000	1.1440933E+000	1.048140053203289E+000	1.419855167439498E+004
1.000000000000000E+000	1.1448282E+000	1.048429788397826E+000	1.419870367440220E+004
1.000000000000000E+000	1.1456239E+000	1.048655726190052E+000	1.419885567440942E+004
1.000000000000000E+000	1.1463379E+000	1.048850492183856E+000	1.419900967441674E+004
1.000000000000000E+000	1.1470939E+000	1.049253117109908E+000	1.419916167442396E+004
1.000000000000000E+000	1.1479031E+000	1.049395060511326E+000	1.419931367443118E+004
