cycle number	Ecell/V	<I>/mA	time/s	
1.000000000000000E+000	1.0635391E+000	-9.855305142185689E-001	1.515701471991953E+004
1.000000000000000E+000	1.0627898E+000	-9.854411002187442E-001	1.515716771992680E+004
1.000000000000000E+000	1.0620441E+000	-9.854657198422405E-001	1.515731971993402E+004
1.000000000000000E+000	1.0613035E+000	-9.851526384366238E-001	1.515747171994124E+004
1.000000000000000E+000	1.0605429E+000	-9.850880682328853E-001	1.515762571994856E+004
1.000000000000000E+000	1.0597944E+000	-9.852342152885178E-001	1.515777771995578E+004
1.000000000000000E+000	1.0590140E+000	-9.852619524914275E-001	1.515792971996299E+004
1.000000000000000E+000	1.0582690E+000	-9.852517451262166E-001	1.515808371997031E+004
1.000000000000000E+000	1.0574346E+000	-9.854073438802127E-001	1.515823571997753E+004
1.000000000000000E+000	1.0567305E+000	-9.852283663559165E-001	1.515838771998475E+004
1.000000000000000E+000	1.0559648E+000	-9.852284266148854E-001	1.515854171999206E+004
1.000000000000000E+000	1.0551841E+000	-9.854473522766130E-001	1.515869371999928E+004
1.000000000000000E+000	1.0544088E+000	-9.855554463555585E-001	1.515884572000650E+004
1.000000000000000E+000	1.0536600E+000	-9.851735159754718E-001	1.515899872001377E+004
1.000000000000000E+000	1.0529146E+000	-9.850446873058765E-001	1.515915172002104E+004
1.000000000000000E+000	1.0521845E+000	-9.852885016233643E-001	1.515930372002826E+004
1.000000000000000E+000	1.0513653E+000	-9.851991110492229E-001	1.515945572003548E+004
1.000000000000000E+000	1.0506145E+000	-9.855421818182117E-001	1.515960972004279E+004
1.000000000000000E+000	1.0498453E+000	-9.856173096865923E-001	1.515976172005001E+004
1.000000000000000E+000	1.0491146E+000	-9.856533192324974E-001	1.515991372005723E+004
1.000000000000000E+000	1.0483350E+000	-9.857599153521461E-001	1.516006772006454E+004
1.000000000000000E+000	1.0475497E+000	-9.857356728292306E-001	1.516021972007176E+004
1.000000000000000E+000	1.0468221E+000	-9.856330280997039E-001	1.516037172007898E+004
1.000000000000000E+000	1.0460010E+000	-9.855326807052247E-001	1.516052572008630E+004
1.000000000000000E+000	1.0452906E+000	-9.857197026842108E-001	1.516067772009352E+004
1.000000000000000E+000	1.0446385E+000	-9.856560149642304E-001	1.516082972010074E+004
1.000000000000000E+000	1.0437267E+000	-9.856111930022298E-001	1.516098272010800E+004
1.000000000000000E+000	1.0430268E+000	-9.853999370957727E-001	1.516113572011527E+004
1.000000000000000E+000	1.0422506E+000	-9.854635575685899E-001	1.516128772012249E+004
1.000000000000000E+000	1.0414711E+000	-9.855470376425117E-001	1.516143972012971E+004
1.000000000000000E+000	1.0406901E+000	-9.854418036181142E-001	1.516159372013703E+004
1.000000000000000E+000	1.0399320E+000	-9.855312151655506E-001	1.516174572014424E+004
1.000000000000000E+000	1.0392023E+000	-9.853381345733414E-001	1.516189772015146E+004
1.000000000000000E+000	1.0384063E+000	-9.851950944883345E-001	1.516205172015878E+004
1.000000000000000E+000	1.0376358E+000	-9.855081346016865E-001	1.516220372016600E+004
1.000000000000000E+000	1.0368990E+000	-9.852203403444708E-001	1.516235572017322E+004
1.000000000000000E+000	1.0361222E+000	-9.854611387908161E-001	1.516250972018053E+004
1.000000000000000E+000	1.0353572E+000	-9.856748907135486E-001	1.516266172018775E+004
1.000000000000000E+000	1.0346656E+000	-9.855125324770082E-001	1.516281372019497E+004
1.000000000000000E+000	1.0338364E+000	-9.855620374362326E-001	1.516296672020224E+004
1.000000000000000E+000	1.0330784E+000	-9.854128818077870E-001	1.516311972020951E+004
1.000000000000000E+000	1.0323273E+000	-9.852258050661593E-001	1.516327172021673E+004
1.000000000000000E+000	1.0315571E+000	-9.852073468198128E-001	1.516342372022395E+004
1.000000000000000E+000	1.0307652E+000	-9.853577562793236E-001	1.516357772023126E+004
1.000000000000000E+000	1.0300136E+000	-9.854085680699320E-001	1.516372972023848E+004
1.000000000000000E+000	1.0292486E+000	-9.855307463809542E-001	1.516388172024570E+004
1.000000000000000E+000	1.0285124E+000	-9.856713758367164E-001	1.516403572025301E+004
1.000000000000000E+000	1.0277568E+000	-9.857159556092547E-001	1.516418772026023E+004
1.000000000000000E+000	1.0269836E+000	-9.860155355159108E-001	1.516433972026745E+004
1.000000000000000E+000	1.0262090E+000	-9.861551208521924E-001	1.516449372027477E+004
1.000000000000000E+000	1.0254282E+000	-9.862726907086610E-001	1.516464572028199E+004
1.000000000000000E+000	1.0247074E+000	-9.860340201708144E-001	1.516479772028921E+004
1.000000000000000E+000	1.0239522E+000	-9.857318393868924E-001	1.516495072029647E+004
1.000000000000000E+000	1.0231646E+000	-9.859601682012773E-001	1.516510372030374E+004
1.000000000000000E+000	1.0224034E+000	-9.859678650610775E-001	1.516525572031096E+004
1.000000000000000E+000	1.0216042E+000	-9.858592822362580E-001	1.516540772031818E+004
1.000000000000000E+000	1.0208800E+000	-9.860344717684768E-001	1.516556172032550E+004
1.000000000000000E+000	1.0201101E+000	-9.862345992663846E-001	1.516571372033271E+004
1.000000000000000E+000	1.0193586E+000	-9.862232095708032E-001	1.516586572033993E+004
1.000000000000000E+000	1.0185634E+000	-9.862063423985656E-001	1.516601972034725E+004
1.000000000000000E+000	1.0177935E+000	-9.861257386587994E-001	1.516617172035447E+004
1.000000000000000E+000	1.0171059E+000	-9.864366140818568E-001	1.516632372036169E+004
1.000000000000000E+000	1.0162499E+000	-9.866462046982853E-001	1.516647772036900E+004
1.000000000000000E+000	1.0155292E+000	-9.868278623203075E-001	1.516662972037622E+004
1.000000000000000E+000	1.0147494E+000	-9.867901383033235E-001	1.516678172038344E+004
1.000000000000000E+000	1.0140095E+000	-9.863846448726514E-001	1.516693472039071E+004
1.000000000000000E+000	1.0132210E+000	-9.865031879857629E-001	1.516708772039798E+004
1.000000000000000E+000	1.0124706E+000	-9.861578603190075E-001	1.516723972040520E+004
1.000000000000000E+000	1.0117048E+000	-9.858722845375940E-001	1.516739172041242E+004
1.000000000000000E+000	1.0109667E+000	-9.860153130105140E-001	1.516754572041973E+004
1.000000000000000E+000	1.0101814E+000	-9.859171855662545E-001	1.516769772042695E+004
1.000000000000000E+000	1.0094460E+000	-9.857473068933871E-001	1.516784972043417E+004
1.000000000000000E+000	1.0086998E+000	-9.860485144814479E-001	1.516800372044148E+004
1.000000000000000E+000	1.0079051E+000	-9.856368261073203E-001	1.516815572044870E+004
1.000000000000000E+000	1.0070968E+000	-9.856247986019087E-001	1.516830772045592E+004
1.000000000000000E+000	1.0063719E+000	-9.857351448064122E-001	1.516846172046324E+004
1.000000000000000E+000	1.0056401E+000	-9.857218174887619E-001	1.516861372047046E+004
1.000000000000000E+000	1.0048845E+000	-9.858255511982925E-001	1.516876572047768E+004
1.000000000000000E+000	1.0041096E+000	-9.858912222842746E-001	1.516891872048494E+004
1.000000000000000E+000	1.0032878E+000	-9.857796623046564E-001	1.516907172049221E+004
1.000000000000000E+000	1.0025414E+000	-9.854971980915970E-001	1.516922372049943E+004
1.000000000000000E+000	1.0018009E+000	-9.854486911738629E-001	1.516937572050665E+004
1.000000000000000E+000	1.0010527E+000	-9.855843164829381E-001	1.516952972051397E+004
1.000000000000000E+000	1.0003171E+000	-9.855471611528976E-001	1.516968172052118E+004
1.000000000000000E+000	9.9952191E-001	-9.856452511261438E-001	1.516983372052840E+004
1.000000000000000E+000	9.9877691E-001	-9.855981455108188E-001	1.516998772053572E+004
1.000000000000000E+000	9.9798644E-001	-9.856564136749846E-001	1.517013972054294E+004
1.000000000000000E+000	9.9723303E-001	-9.855273794600929E-001	1.517029172055016E+004
1.000000000000000E+000	9.9646747E-001	-9.855949305154974E-001	1.517044572055747E+004
1.000000000000000E+000	9.9569726E-001	-9.854878725907144E-001	1.517059772056469E+004
1.000000000000000E+000	9.9494231E-001	-9.852452092134421E-001	1.517074972057191E+004
1.000000000000000E+000	9.9415809E-001	-9.852544888939843E-001	1.517090272057918E+004
1.000000000000000E+000	9.9345201E-001	-9.851945049415157E-001	1.517105572058645E+004
1.000000000000000E+000	9.9266797E-001	-9.853601953149962E-001	1.517120772059367E+004
1.000000000000000E+000	9.9184847E-001	-9.852542950219929E-001	1.517135972060089E+004
1.000000000000000E+000	9.9108994E-001	-9.854503112912774E-001	1.517151372060820E+004
1.000000000000000E+000	9.9037880E-001	-9.854040118130607E-001	1.517166572061542E+004
1.000000000000000E+000	9.8960739E-001	-9.856323638900388E-001	1.517181772062264E+004
1.000000000000000E+000	9.8884332E-001	-9.860283141427910E-001	1.517197172062995E+004
1.000000000000000E+000	9.8805773E-001	-9.860128841474110E-001	1.517212372063717E+004
1.000000000000000E+000	9.8727947E-001	-9.863311046913290E-001	1.517227572064439E+004
1.000000000000000E+000	9.8656869E-001	-9.865158796397668E-001	1.517242972065171E+004
1.000000000000000E+000	9.8573887E-001	-9.864760522994569E-001	1.517258172065893E+004
1.000000000000000E+000	9.8499322E-001	-9.862726887718583E-001	1.517273372066615E+004
1.000000000000000E+000	9.8426819E-001	-9.862570168476225E-001	1.517288672067341E+004
1.000000000000000E+000	9.8348415E-001	-9.860290578311322E-001	1.517303972068068E+004
1.000000000000000E+000	9.8270923E-001	-9.860560748141607E-001	1.517319172068790E+004
1.000000000000000E+000	9.8194903E-001	-9.862289826976731E-001	1.517334372069512E+004
1.000000000000000E+000	9.8122603E-001	-9.861784083048963E-001	1.517349772070243E+004
1.000000000000000E+000	9.8043007E-001	-9.858747108619159E-001	1.517364972070965E+004
1.000000000000000E+000	9.7966987E-001	-9.860934627959943E-001	1.517380172071687E+004
1.000000000000000E+000	9.7890425E-001	-9.861090110235389E-001	1.517395572072419E+004
1.000000000000000E+000	9.7813350E-001	-9.860795845890511E-001	1.517410772073141E+004
1.000000000000000E+000	9.7739524E-001	-9.859586753108207E-001	1.517425972073863E+004
1.000000000000000E+000	9.7661054E-001	-9.860722112362499E-001	1.517441372074594E+004
1.000000000000000E+000	9.7584981E-001	-9.858593546307759E-001	1.517456572075316E+004
1.000000000000000E+000	9.7512352E-001	-9.854329223428295E-001	1.517471772076038E+004
1.000000000000000E+000	9.7432554E-001	-9.854762315801651E-001	1.517487072076765E+004
1.000000000000000E+000	9.7355640E-001	-9.851913632916602E-001	1.517502372077492E+004
1.000000000000000E+000	9.7280532E-001	-9.850953858633651E-001	1.517517572078214E+004
1.000000000000000E+000	9.7210878E-001	-9.848442112708524E-001	1.517532772078936E+004
1.000000000000000E+000	9.7126275E-001	-9.843819362200801E-001	1.517548172079667E+004
1.000000000000000E+000	9.7051132E-001	-9.841786547448370E-001	1.517563372080389E+004
1.000000000000000E+000	9.6978050E-001	-9.843169525352939E-001	1.517578572081111E+004
1.000000000000000E+000	9.6896583E-001	-9.843093978821251E-001	1.517593972081842E+004
1.000000000000000E+000	9.6825534E-001	-9.846303633019442E-001	1.517609172082564E+004
1.000000000000000E+000	9.6743804E-001	-9.847747338041462E-001	1.517624372083286E+004
1.000000000000000E+000	9.6666735E-001	-9.849204864239525E-001	1.517639772084018E+004
1.000000000000000E+000	9.6592587E-001	-9.844314655860504E-001	1.517654972084740E+004
1.000000000000000E+000	9.6515119E-001	-9.842086268165762E-001	1.517670172085462E+004
1.000000000000000E+000	9.6441174E-001	-9.842975643360932E-001	1.517685572086193E+004
1.000000000000000E+000	9.6365190E-001	-9.843798229771838E-001	1.517700772086915E+004
1.000000000000000E+000	9.6283847E-001	-9.844297430362428E-001	1.517715972087637E+004
1.000000000000000E+000	9.6212572E-001	-9.844303035223110E-001	1.517731172088359E+004
1.000000000000000E+000	9.6136910E-001	-9.844653384206037E-001	1.517746572089090E+004
1.000000000000000E+000	9.6059287E-001	-9.846960150351016E-001	1.517761772089812E+004
1.000000000000000E+000	9.5984274E-001	-9.848151666568112E-001	1.517776972090534E+004
1.000000000000000E+000	9.5904291E-001	-9.848649931735682E-001	1.517792372091266E+004
1.000000000000000E+000	9.5827723E-001	-9.847932079287833E-001	1.517807572091988E+004
1.000000000000000E+000	9.5756751E-001	-9.847123439072600E-001	1.517822772092710E+004
1.000000000000000E+000	9.5678401E-001	-9.846713315494871E-001	1.517838172093441E+004
1.000000000000000E+000	9.5601779E-001	-9.846120249279355E-001	1.517853372094163E+004
1.000000000000000E+000	9.5523793E-001	-9.845596681364235E-001	1.517868572094885E+004
1.000000000000000E+000	9.5445508E-001	-9.843322019980441E-001	1.517883972095617E+004
1.000000000000000E+000	9.5374316E-001	-9.845306727712400E-001	1.517899172096339E+004
1.000000000000000E+000	9.5294392E-001	-9.846586749673030E-001	1.517914372097061E+004
1.000000000000000E+000	9.5215309E-001	-9.847820481455569E-001	1.517929572097783E+004
1.000000000000000E+000	9.5143002E-001	-9.845292357950388E-001	1.517944972098514E+004
1.000000000000000E+000	9.5070833E-001	-9.845009212331988E-001	1.517960172099236E+004
1.000000000000000E+000	9.4989914E-001	-9.843988574657434E-001	1.517975372099958E+004
1.000000000000000E+000	9.4916803E-001	-9.844125093896583E-001	1.517990772100689E+004
1.000000000000000E+000	9.4836849E-001	-9.842991436672435E-001	1.518005972101411E+004
1.000000000000000E+000	9.4764990E-001	-9.844310147299558E-001	1.518021172102133E+004
1.000000000000000E+000	9.4681948E-001	-9.843689818589556E-001	1.518036572102865E+004
1.000000000000000E+000	9.4609380E-001	-9.842878697610145E-001	1.518051772103587E+004
1.000000000000000E+000	9.4532889E-001	-9.844942093506239E-001	1.518066972104309E+004
1.000000000000000E+000	9.4456512E-001	-9.842761452604272E-001	1.518082372105040E+004
1.000000000000000E+000	9.4379503E-001	-9.841442386024308E-001	1.518097572105762E+004
1.000000000000000E+000	9.4303966E-001	-9.838788171737196E-001	1.518112772106484E+004
1.000000000000000E+000	9.4227898E-001	-9.840112088959181E-001	1.518127972107206E+004
1.000000000000000E+000	9.4151169E-001	-9.839112030939825E-001	1.518143372107937E+004
1.000000000000000E+000	9.4077533E-001	-9.837958702350820E-001	1.518158572108659E+004
1.000000000000000E+000	9.3998522E-001	-9.837316983756752E-001	1.518173772109381E+004
1.000000000000000E+000	9.3920571E-001	-9.838997679708021E-001	1.518189172110113E+004
1.000000000000000E+000	9.3843490E-001	-9.841450907342324E-001	1.518204372110835E+004
1.000000000000000E+000	9.3770254E-001	-9.842881483289778E-001	1.518219572111557E+004
1.000000000000000E+000	9.3697655E-001	-9.838757247029335E-001	1.518234972112288E+004
1.000000000000000E+000	9.3616611E-001	-9.838408019210494E-001	1.518250172113010E+004
1.000000000000000E+000	9.3539494E-001	-9.838469074624649E-001	1.518265372113732E+004
1.000000000000000E+000	9.3465090E-001	-9.836594956889906E-001	1.518280772114464E+004
1.000000000000000E+000	9.3384624E-001	-9.837671835717074E-001	1.518295972115186E+004
1.000000000000000E+000	9.3308574E-001	-9.840116982350482E-001	1.518311172115908E+004
1.000000000000000E+000	9.3233144E-001	-9.837344003191326E-001	1.518326372116630E+004
1.000000000000000E+000	9.3155867E-001	-9.837124010927525E-001	1.518341772117361E+004
1.000000000000000E+000	9.3084764E-001	-9.838233548510984E-001	1.518356972118083E+004
1.000000000000000E+000	9.3007678E-001	-9.836596014802605E-001	1.518372172118805E+004
1.000000000000000E+000	9.2932564E-001	-9.838230478679826E-001	1.518387572119536E+004
1.000000000000000E+000	9.2854553E-001	-9.839207458307651E-001	1.518402772120258E+004
1.000000000000000E+000	9.2777312E-001	-9.841990931443760E-001	1.518417972120980E+004
1.000000000000000E+000	9.2700714E-001	-9.841332027483620E-001	1.518433372121712E+004
1.000000000000000E+000	9.2627150E-001	-9.841270736512442E-001	1.518448572122434E+004
1.000000000000000E+000	9.2549652E-001	-9.839373641065041E-001	1.518463772123156E+004
1.000000000000000E+000	9.2472321E-001	-9.837501593527418E-001	1.518479172123887E+004
1.000000000000000E+000	9.2399716E-001	-9.840959507003610E-001	1.518494372124609E+004
1.000000000000000E+000	9.2319286E-001	-9.841311657735830E-001	1.518509572125331E+004
1.000000000000000E+000	9.2242789E-001	-9.838332829504033E-001	1.518524772126053E+004
1.000000000000000E+000	9.2167896E-001	-9.835581049340512E-001	1.518540172126784E+004
1.000000000000000E+000	9.2092305E-001	-9.835415313181777E-001	1.518555372127506E+004
1.000000000000000E+000	9.2014253E-001	-9.833813826498989E-001	1.518570572128228E+004
1.000000000000000E+000	9.1938311E-001	-9.836589098761881E-001	1.518585972128960E+004
1.000000000000000E+000	9.1860282E-001	-9.836696205481861E-001	1.518601172129682E+004
1.000000000000000E+000	9.1785890E-001	-9.837180802149295E-001	1.518616372130404E+004
1.000000000000000E+000	9.1708905E-001	-9.835844878499902E-001	1.518631772131135E+004
1.000000000000000E+000	9.1632342E-001	-9.837513228472687E-001	1.518646972131857E+004
1.000000000000000E+000	9.1556227E-001	-9.831410349724052E-001	1.518662172132579E+004
1.000000000000000E+000	9.1479409E-001	-9.828486613213876E-001	1.518677572133311E+004
1.000000000000000E+000	9.1401488E-001	-9.828076507957251E-001	1.518692772134033E+004
1.000000000000000E+000	9.1326350E-001	-9.831276149499892E-001	1.518707972134755E+004
1.000000000000000E+000	9.1250813E-001	-9.830735390547831E-001	1.518723172135476E+004
1.000000000000000E+000	9.1169572E-001	-9.831289954186886E-001	1.518738572136208E+004
1.000000000000000E+000	9.1095585E-001	-9.833117554387396E-001	1.518753772136930E+004
1.000000000000000E+000	9.1018927E-001	-9.835501121797670E-001	1.518768972137652E+004
1.000000000000000E+000	9.0946883E-001	-9.834555817170330E-001	1.518784372138383E+004
1.000000000000000E+000	9.0864861E-001	-9.833518894742603E-001	1.518799572139105E+004
1.000000000000000E+000	9.0796500E-001	-9.833802988695997E-001	1.518814772139827E+004
1.000000000000000E+000	9.0720934E-001	-9.832696994413261E-001	1.518830172140559E+004
1.000000000000000E+000	9.0641469E-001	-9.833988625756893E-001	1.518845372141281E+004
1.000000000000000E+000	9.0562451E-001	-9.832945350793114E-001	1.518860572142003E+004
1.000000000000000E+000	9.0484625E-001	-9.832419511846862E-001	1.518875972142734E+004
1.000000000000000E+000	9.0411550E-001	-9.834398849228236E-001	1.518891172143456E+004
1.000000000000000E+000	9.0335083E-001	-9.833902960743508E-001	1.518906372144178E+004
1.000000000000000E+000	9.0258074E-001	-9.831943104972733E-001	1.518921572144900E+004
1.000000000000000E+000	9.0185183E-001	-9.832275102320658E-001	1.518936972145631E+004
1.000000000000000E+000	9.0106553E-001	-9.833747541806748E-001	1.518952172146353E+004
1.000000000000000E+000	9.0026695E-001	-9.836000978370887E-001	1.518967372147075E+004
1.000000000000000E+000	8.9952070E-001	-9.834925825740299E-001	1.518982772147807E+004
1.000000000000000E+000	8.9881188E-001	-9.834625040392551E-001	1.518997972148529E+004
1.000000000000000E+000	8.9802724E-001	-9.834593213414138E-001	1.519013172149251E+004
1.000000000000000E+000	8.9720088E-001	-9.832973108480747E-001	1.519028572149982E+004
1.000000000000000E+000	8.9644110E-001	-9.832729257172126E-001	1.519043772150704E+004
1.000000000000000E+000	8.9570540E-001	-9.830675881696234E-001	1.519058972151426E+004
1.000000000000000E+000	8.9493853E-001	-9.828681005579423E-001	1.519074372152158E+004
1.000000000000000E+000	8.9419186E-001	-9.827687072129248E-001	1.519089572152880E+004
1.000000000000000E+000	8.9346659E-001	-9.826955751579178E-001	1.519104772153602E+004
1.000000000000000E+000	8.9267135E-001	-9.825754711356423E-001	1.519119972154323E+004
1.000000000000000E+000	8.9185309E-001	-9.824271934582427E-001	1.519135372155055E+004
1.000000000000000E+000	8.9111805E-001	-9.823764769199013E-001	1.519150572155777E+004
1.000000000000000E+000	8.9037281E-001	-9.825633735912855E-001	1.519165772156499E+004
1.000000000000000E+000	8.8964069E-001	-9.827689637868415E-001	1.519181172157230E+004
1.000000000000000E+000	8.8879955E-001	-9.828486495522628E-001	1.519196372157952E+004
1.000000000000000E+000	8.8807356E-001	-9.827579922223810E-001	1.519211572158674E+004
1.000000000000000E+000	8.8728869E-001	-9.826617309130024E-001	1.519226972159406E+004
1.000000000000000E+000	8.8656747E-001	-9.827647921160327E-001	1.519242172160128E+004
1.000000000000000E+000	8.8581187E-001	-9.828043808371039E-001	1.519257372160850E+004
1.000000000000000E+000	8.8504946E-001	-9.828520311736222E-001	1.519272772161581E+004
1.000000000000000E+000	8.8431293E-001	-9.828940904775578E-001	1.519287972162303E+004
1.000000000000000E+000	8.8355303E-001	-9.831002625250704E-001	1.519303172163025E+004
1.000000000000000E+000	8.8273317E-001	-9.832771409311670E-001	1.519318372163747E+004
1.000000000000000E+000	8.8202953E-001	-9.832829700857069E-001	1.519333772164478E+004
1.000000000000000E+000	8.8125324E-001	-9.833409853663455E-001	1.519348972165200E+004
1.000000000000000E+000	8.8044888E-001	-9.832498553084683E-001	1.519364172165922E+004
1.000000000000000E+000	8.7970680E-001	-9.829461142961691E-001	1.519379572166654E+004
1.000000000000000E+000	8.7889045E-001	-9.829734840650612E-001	1.519394772167376E+004
1.000000000000000E+000	8.7816876E-001	-9.829330723165608E-001	1.519409972168098E+004
1.000000000000000E+000	8.7739950E-001	-9.829990464400069E-001	1.519425372168829E+004
1.000000000000000E+000	8.7661844E-001	-9.829800569079374E-001	1.519440572169551E+004
1.000000000000000E+000	8.7592828E-001	-9.826833957007963E-001	1.519455772170273E+004
1.000000000000000E+000	8.7511492E-001	-9.824898846674303E-001	1.519471172171005E+004
1.000000000000000E+000	8.7439382E-001	-9.824213700704920E-001	1.519486372171727E+004
1.000000000000000E+000	8.7359464E-001	-9.827024946272793E-001	1.519501572172449E+004
1.000000000000000E+000	8.7285739E-001	-9.827350658611049E-001	1.519516772173170E+004
1.000000000000000E+000	8.7205625E-001	-9.828528467068480E-001	1.519532172173902E+004
1.000000000000000E+000	8.7130934E-001	-9.827709461909127E-001	1.519547372174624E+004
1.000000000000000E+000	8.7058985E-001	-9.828593331788280E-001	1.519562572175346E+004
1.000000000000000E+000	8.6977863E-001	-9.828030507339802E-001	1.519577972176077E+004
1.000000000000000E+000	8.6897242E-001	-9.827662548290181E-001	1.519593172176799E+004
1.000000000000000E+000	8.6826062E-001	-9.827115238236317E-001	1.519608372177521E+004
1.000000000000000E+000	8.6751854E-001	-9.826672374591539E-001	1.519623772178253E+004
1.000000000000000E+000	8.6672419E-001	-9.826927295770380E-001	1.519638972178975E+004
1.000000000000000E+000	8.6594504E-001	-9.826529760794829E-001	1.519654172179697E+004
1.000000000000000E+000	8.6514187E-001	-9.823977367154176E-001	1.519669572180428E+004
1.000000000000000E+000	8.6443561E-001	-9.827655469278991E-001	1.519684772181150E+004
1.000000000000000E+000	8.6369938E-001	-9.826866564290722E-001	1.519699972181872E+004
1.000000000000000E+000	8.6292958E-001	-9.827047558872157E-001	1.519715172182594E+004
1.000000000000000E+000	8.6214751E-001	-9.828529721453148E-001	1.519730572183325E+004
1.000000000000000E+000	8.6139637E-001	-9.825272530631379E-001	1.519745772184047E+004
1.000000000000000E+000	8.6065042E-001	-9.822831259172320E-001	1.519760972184769E+004
1.000000000000000E+000	8.5983473E-001	-9.826305880357431E-001	1.519776372185501E+004
1.000000000000000E+000	8.5908878E-001	-9.824787605405536E-001	1.519791572186223E+004
1.000000000000000E+000	8.5832292E-001	-9.824816946472463E-001	1.519806772186945E+004
1.000000000000000E+000	8.5752749E-001	-9.825104098653625E-001	1.519822172187676E+004
1.000000000000000E+000	8.5684067E-001	-9.825890055689657E-001	1.519837372188398E+004
1.000000000000000E+000	8.5602564E-001	-9.826274515768686E-001	1.519852572189120E+004
1.000000000000000E+000	8.5528255E-001	-9.824763286588354E-001	1.519867972189852E+004
1.000000000000000E+000	8.5455209E-001	-9.824266421152774E-001	1.519883172190574E+004
1.000000000000000E+000	8.5378164E-001	-9.825182521597957E-001	1.519898372191295E+004
1.000000000000000E+000	8.5298306E-001	-9.824732941874164E-001	1.519913572192017E+004
1.000000000000000E+000	8.5218936E-001	-9.823424504323928E-001	1.519928972192749E+004
1.000000000000000E+000	8.5144377E-001	-9.822403498482508E-001	1.519944172193471E+004
1.000000000000000E+000	8.5071230E-001	-9.826544848046073E-001	1.519959372194193E+004
1.000000000000000E+000	8.4991306E-001	-9.829546237752640E-001	1.519974772194924E+004
1.000000000000000E+000	8.4920371E-001	-9.827159496429934E-001	1.519989972195646E+004
1.000000000000000E+000	8.4844249E-001	-9.825588748103264E-001	1.520005172196368E+004
1.000000000000000E+000	8.4765810E-001	-9.828387900872855E-001	1.520020572197100E+004
1.000000000000000E+000	8.4693670E-001	-9.826178706013309E-001	1.520035772197822E+004
1.000000000000000E+000	8.4615690E-001	-9.825373812375791E-001	1.520050972198544E+004
1.000000000000000E+000	8.4534997E-001	-9.824106195544609E-001	1.520066372199275E+004
1.000000000000000E+000	8.4463334E-001	-9.826049057448341E-001	1.520081572199997E+004
1.000000000000000E+000	8.4382254E-001	-9.826173508666294E-001	1.520096772200719E+004
1.000000000000000E+000	8.4312153E-001	-9.830020189773840E-001	1.520111972201441E+004
1.000000000000000E+000	8.4230512E-001	-9.829270771379632E-001	1.520127372202172E+004
1.000000000000000E+000	8.4155923E-001	-9.829699071145974E-001	1.520142572202894E+004
1.000000000000000E+000	8.4078974E-001	-9.829493552551032E-001	1.520157772203616E+004
1.000000000000000E+000	8.3999854E-001	-9.833530939208117E-001	1.520173172204348E+004
1.000000000000000E+000	8.3924645E-001	-9.833272277471341E-001	1.520188372205070E+004
1.000000000000000E+000	8.3853477E-001	-9.834748750391107E-001	1.520203572205792E+004
1.000000000000000E+000	8.3771461E-001	-9.836102042966610E-001	1.520218972206523E+004
1.000000000000000E+000	8.3697861E-001	-9.834712710693931E-001	1.520234172207245E+004
1.000000000000000E+000	8.3621365E-001	-9.835243004197540E-001	1.520249372207967E+004
1.000000000000000E+000	8.3547479E-001	-9.834247686980886E-001	1.520264772208699E+004
1.000000000000000E+000	8.3472878E-001	-9.833167565929806E-001	1.520279972209421E+004
1.000000000000000E+000	8.3395970E-001	-9.829721629567256E-001	1.520295172210142E+004
1.000000000000000E+000	8.3319968E-001	-9.829143069959176E-001	1.520310472210869E+004
1.000000000000000E+000	8.3240068E-001	-9.827748800189475E-001	1.520325772211596E+004
1.000000000000000E+000	8.3169079E-001	-9.827965336832118E-001	1.520340972212318E+004
1.000000000000000E+000	8.3083034E-001	-9.830289912743808E-001	1.520356172213040E+004
1.000000000000000E+000	8.3008021E-001	-9.830129310157183E-001	1.520371572213771E+004
1.000000000000000E+000	8.2936162E-001	-9.825395627309330E-001	1.520386772214493E+004
1.000000000000000E+000	8.2863569E-001	-9.825080334442262E-001	1.520401972215215E+004
1.000000000000000E+000	8.2778102E-001	-9.829701014055043E-001	1.520417372215947E+004
1.000000000000000E+000	8.2707435E-001	-9.827997940450697E-001	1.520432572216669E+004
1.000000000000000E+000	8.2629973E-001	-9.827669926807800E-001	1.520447772217391E+004
1.000000000000000E+000	8.2553667E-001	-9.828859549670105E-001	1.520463172218122E+004
1.000000000000000E+000	8.2476169E-001	-9.826558961050988E-001	1.520478372218844E+004
1.000000000000000E+000	8.2403058E-001	-9.825381331529641E-001	1.520493572219566E+004
1.000000000000000E+000	8.2323217E-001	-9.826878815597508E-001	1.520508872220293E+004
1.000000000000000E+000	8.2247216E-001	-9.825075604719498E-001	1.520524172221019E+004
1.000000000000000E+000	8.2171720E-001	-9.826073646458158E-001	1.520539372221741E+004
1.000000000000000E+000	8.2095611E-001	-9.826545216823632E-001	1.520554572222463E+004
1.000000000000000E+000	8.2018626E-001	-9.829098939267489E-001	1.520569972223195E+004
1.000000000000000E+000	8.1942898E-001	-9.827623513180423E-001	1.520585172223917E+004
1.000000000000000E+000	8.1870693E-001	-9.824960486444301E-001	1.520600372224639E+004
1.000000000000000E+000	8.1789738E-001	-9.826627714380596E-001	1.520615772225370E+004
1.000000000000000E+000	8.1714183E-001	-9.827348113810306E-001	1.520630972226092E+004
1.000000000000000E+000	8.1640100E-001	-9.825372842055433E-001	1.520646172226814E+004
